Draft Year,Round,Pick,Name,Pro Bowler,Career Receptions,Career Yards,Career Touchdowns,Career Games,Proj. 5,Proj. 15,Proj. 32,Proj. 64,Proj. 98,Proj. 135,Proj. 170,Proj. 200,Height (m),Weight (lb),40 Yard Dash,Broad Jump,Vertical Jump,Bench Press,Arm Length,Hand Size,Receptions,Yards,Touchdowns,More Then 3 years in college,Big School,Small School,Major Injury,Off Field Issues,National Championship,QB Drafted,WR selected with previous pick
2016,7,241,Charone Peake,0,22,214,0,31,0,0,0,0,0,0,1,0,1.91,209,4.45,122,35.5,12,34,9.25,99,1172,10,1,1,0,1,0,0,1,0
2016,7,243,Kenny Lawler,0,0,0,0,0,0,0,0,0,0,1,0,0,1.91,203,4.64,114,34.5,,33.325,10.5,143,1706,27,0,0,0,0,0,0,1,0
2015,1,4,Amari Cooper,1,357,5097,33,77,1,0,0,0,0,0,0,0,1.85,211,4.42,,33,,31.5,10,228,3463,31,0,1,0,0,0,1,1,0
2015,1,7,Kevin White,0,25,285,0,14,0,1,0,0,0,0,0,0,1.91,215,4.35,123,36.5,23,32.625,9.25,144,1954,15,0,0,0,0,0,0,0,0
2015,1,14,Devante Parker,0,235,3419,18,70,0,1,0,0,0,0,0,0,1.91,209,4.45,125,36.5,17,33.25,9.25,156,2775,33,1,0,0,1,0,0,0,0
2015,1,20,Nelson Agholor,0,224,2515,18,71,0,0,1,0,0,0,0,0,1.83,198,4.42,125,36.5,12,32.25,9.25,178,2572,20,0,0,0,0,0,0,1,0
2015,1,26,Breshad Perriman,0,95,1561,11,51,0,0,1,0,0,0,0,0,1.88,212,4.24,127,36.5,18,32,9.25,115,2243,16,0,0,0,0,0,0,1,0
2015,1,29,Phillip Dorsett,0,124,1634,11,71,0,0,1,0,0,0,0,0,1.78,198,4.45,129,36,15,32.625,10.5,121,2132,17,1,0,0,1,0,0,0,0
2015,2,37,Devin Smith,0,15,248,2,18,0,0,0,1,0,0,0,0,1.85,198,4.45,129,36,15,32.625,10.5,121,2503,30,1,1,0,0,1,1,1,0
2015,2,40,Dorial Green-Beckham,0,68,941,6,31,0,0,0,1,0,0,0,0,1.98,237,4.49,119,33.5,13,32.5,9,87,1278,17,0,0,0,0,1,0,0,0
2015,2,41,Devin Funchess,0,164,2265,21,62,0,0,0,1,0,0,0,0,1.93,232,4.7,122,38.5,17,33.5,9.75,126,1715,15,0,1,0,0,0,0,0,1
2015,3,69,Tyler Lockett,1,276,3838,27,79,0,0,0,0,1,0,0,0,1.78,182,4.4,,35.5,,30,8.325,249,3710,29,1,0,0,0,0,0,0,0
2015,3,70,Jaelen Strong,0,31,330,4,20,0,0,0,1,0,0,0,0,1.93,217,4.44,,42,,32.5,9,157,2287,17,0,0,0,0,0,0,0,1
2015,3,76,Chris Conley,0,151,2013,11,69,0,0,0,0,0,0,1,0,1.91,213,4.35,139,45,18,33.75,9.875,117,1938,20,1,1,0,0,0,0,1,0
2015,3,87,Sammie Coates,0,29,528,2,45,0,0,0,1,0,0,0,0,1.88,198,4.45,129,36,15,32.625,10.5,82,1757,13,0,1,0,0,0,0,0,0
2015,3,94,Ty Montgomery,0,120,982,3,58,0,0,0,0,0,0,1,0,1.83,221,4.55,,40.5,,31,10.125,172,2125,15,1,0,0,0,0,0,1,0
2015,4,105,Jamison Crowder,0,299,3461,20,72,0,0,0,0,0,1,0,0,1.75,185,4.56,115,37,10,30.375,8.75,283,3641,23,1,0,0,0,0,0,0,0
2015,4,107,Justin Hardy,0,95,946,9,73,0,0,0,0,1,0,0,0,1.78,192,4.56,114,36.5,11,32.125,10,387,4541,35,1,0,0,0,0,0,0,0
2015,4,123,Vince Mayle,0,0,0,0,2,0,0,0,0,0,0,1,0,1.88,224,4.67,,35.5,,31.75,9,148,2022,16,0,0,0,0,0,0,0,0
2015,4,132,DeAndre Smelter,0,0,0,0,2,0,0,0,0,0,0,0,0,1.88,226,4.58,,,,32.625,11,56,1060,11,0,0,0,0,0,0,0,0
2015,5,139,Rashad Greene,0,30,185,2,25,0,0,0,0,1,0,0,0,1.82,182,4.53,,36.5,,31.625,9,270,3830,29,1,0,0,0,0,1,1,0
2015,5,146,Stefon Diggs,0,365,4623,30,70,0,0,0,0,0,1,0,0,1.83,195,4.46,115,35,11,31.25,10,150,2227,14,0,0,0,1,0,0,0,0
2015,5,156,Tony Lippett,0,0,0,0,28,0,0,0,0,0,0,1,0,1.91,192,4.61,114,36,10,32.75,9.875,149,2247,15,1,0,0,0,0,0,1,0
2015,5,159,J.J. Nelson,0,85,1475,11,58,0,0,0,0,0,0,0,0,1.8,156,4.28,,36,,31.125,8.25,116,2273,20,1,0,0,0,0,0,0,0
2015,5,162,Kenny Bell,0,0,0,0,0,0,0,0,0,0,0,0,1,1.85,197,4.42,129,41.5,7,31.625,9.25,181,2689,21,1,0,0,0,0,0,0,0
2015,5,175,Keith Mumphrey,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,215,4.54,,32.5,,31.125,9.125,88,1348,7,1,0,0,0,0,0,1,0
2015,6,184,Kailen Clay,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,198,4.45,129,36,15,32.625,10.5,43,523,4,0,0,0,0,0,0,0,0
2015,6,186,Geremy Davis,0,5,59,0,36,0,0,0,0,0,0,0,0,1.88,216,4.47,124,36.5,23,32.25,9.5,165,2292,7,1,0,0,0,0,0,0,0
2015,6,187,Evan Spencer,0,0,0,0,1,0,0,0,0,0,0,0,0,1.88,208,4.54,124,35,,31.825,10.125,52,579,7,1,1,0,0,0,1,1,1
2015,6,201,Bud Sasser,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,210,4.62,120,34.5,,33,10.125,116,1611,14,1,0,0,0,0,0,0,0
2015,6,204,Darren Waller,0,108,1323,5,38,0,0,0,0,0,0,0,1,1.98,238,4.46,125,37,12,33.25,9,51,971,9,0,0,0,0,1,0,0,0
2015,7,220,Neil Sterling,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,238,4.63,116,35.5,,33.125,9.625,202,2615,22,1,0,1,0,0,0,0,0
2015,7,221,Andre Debose,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,190,4.49,123,35.5,,32.25,8.625,79,2111,4,1,0,0,1,0,0,0,1
2015,7,233,Da'Ron Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,205,4.54,120,37,17,32,10.25,155,2295,19,1,0,0,0,0,0,0,0
2015,7,234,Dezmin Lewis,0,0,0,0,2,0,0,0,0,0,0,0,1,1.93,214,4.58,119,33.5,16,32.5,9.875,197,2668,24,1,0,0,0,0,0,0,1
2015,7,238,Mario Alford,0,0,0,0,4,0,0,0,0,0,0,0,0,1.75,180,4.43,121,34,13,31.25,9.325,92,1497,13,0,0,0,0,0,0,0,0
2015,7,245,Tre McBride,0,10,152,1,17,0,0,0,0,0,0,1,0,1.83,210,4.41,122,38,16,32.125,9,196,2653,19,1,0,1,0,0,0,0,0
2014,1,4,Sammy Watkins,0,284,4244,31,76,1,0,0,0,0,0,0,0,1.85,211,4.43,126,34,16,32,9.625,240,3391,27,0,1,0,0,0,0,1,0
2014,1,7,Mike Evans,1,462,7260,48,90,0,1,0,0,0,0,0,0,1.96,231,4.53,120,37,12,35.125,9.625,151,2499,17,0,0,0,0,0,0,1,0
2014,1,12,Odell Beckham Jr.,1,464,6511,48,75,0,1,0,0,0,0,0,0,1.8,198,4.43,122,38.5,7,32.75,10,143,2340,12,0,1,0,0,0,0,1,0
2014,1,20,Brandin Cook,0,402,5730,34,88,0,0,1,0,0,0,0,0,1.78,189,4.33,120,36,16,30.75,9.625,226,3272,24,0,0,0,0,0,0,1,0
2014,1,28,Kelvin Benjamin,0,209,3021,20,61,0,0,1,0,0,0,0,0,1.95,240,4.61,119,32.5,13,34.875,10.25,84,1506,19,0,0,0,0,0,0,1,0
2014,2,39,Marqise Lee,0,174,2184,8,59,0,0,1,0,0,0,0,0,1.83,192,4.52,127,38,11,31.75,9.5,248,3655,29,0,0,0,0,0,0,1,0
2014,2,42,Jordan Matthews,0,274,3288,22,73,0,0,0,1,0,0,0,0,1.91,212,4.46,120,35.5,21,33.25,10.375,262,3759,24,1,0,0,0,0,0,0,0
2014,2,45,Paul Richardson,0,143,1809,12,64,0,0,0,1,0,0,0,0,1.83,175,4.4,,38,,32.625,8.875,156,2412,21,0,0,0,1,1,0,0,0
2014,2,53,Davante Adams,1,431,5194,44,86,0,0,0,0,1,0,0,0,1.85,212,4.56,123,39.5,14,32.625,9,233,3301,38,0,0,0,0,0,0,1,0
2014,2,56,Cody Latimer,0,70,935,6,66,0,0,0,0,0,1,0,0,1.91,215,4.52,,39,23,32.625,9.625,135,2042,17,0,0,0,0,0,0,0,0
2014,2,61,Allen Robinson,1,355,4749,33,72,0,0,0,1,0,0,0,0,1.91,220,4.6,131,39,,32,9.5,177,2479,17,0,1,0,0,0,0,0,0
2014,2,63,Jarvis Landry,1,564,6188,32,96,0,0,0,0,1,0,0,0,1.8,204,4.58,110,28.5,12,31.75,10.25,137,1809,15,0,1,0,0,0,0,1,0
2014,3,86,Josh Huff,0,51,523,4,37,0,0,0,0,0,0,1,0,1.8,206,4.51,115,38.5,14,31.25,9.375,144,2366,24,1,0,0,0,1,0,1,0
2014,3,90,Donte Moncrief,0,204,2561,21,77,0,0,0,1,0,0,0,0,1.88,221,4.4,132,39.5,13,32.375,9.125,156,2371,20,0,0,0,0,0,0,0,0
2014,3,91,John Brown,0,287,4290,28,87,0,0,0,0,0,0,0,0,1.78,179,4.34,,36.5,,30.5,8.5,185,3380,34,1,0,1,0,0,0,0,1
2014,4,104,Jalen Saunders,0,0,0,0,15,0,0,0,0,0,0,0,1,1.75,165,4.44,,34,,30,8.875,203,3085,26,1,1,0,0,0,0,1,0
2014,4,106,Bruce Ellington,0,79,769,5,44,0,0,0,0,0,1,0,0,1.75,197,4.45,120,39.5,15,31,9.625,106,1586,16,0,0,0,0,0,0,0,0
2014,4,115,Shaq Evans,0,0,0,0,0,0,0,0,0,0,0,0,1,1.85,213,4.51,122,34.5,13,32,9.375,133,1956,14,1,1,0,0,0,0,1,0
2014,4,118,Martavis Bryant,0,145,2183,17,44,0,0,0,1,0,0,0,0,1.93,211,4.42,124,39,16,32.625,9.5,61,1354,13,0,1,0,0,0,0,0,0
2014,4,123,Kevin Norwood,0,9,102,0,10,0,0,0,0,0,0,0,1,1.88,198,4.48,121,33,8,32.125,10,81,1275,12,1,1,0,0,0,0,1,0
2014,5,142,Ryan Grant,0,123,1333,7,80,0,0,0,0,0,0,0,1,1.83,199,4.64,117,35.5,8,31,9.625,196,2769,21,1,0,0,1,0,0,0,0
2014,5,146,Devin Street,0,10,152,1,35,0,0,0,0,0,0,1,0,1.93,198,4.55,,37,,33.375,9.25,202,2901,16,1,0,0,0,0,0,1,0
2014,5,176,Jared Abbrederis,0,13,163,0,21,0,0,0,0,0,1,0,0,1.88,195,4.5,116,30.5,4,31.375,9.625,202,3140,28,1,0,0,0,0,0,0,0
2014,6,185,Robert Herron,0,6,58,1,8,0,0,0,0,0,1,0,0,1.75,193,4.48,125,35.5,18,30.5,9.75,152,2025,20,1,0,0,1,0,0,0,0
2014,6,189,T.J. Jones,0,67,852,5,45,0,0,0,0,0,0,0,1,1.8,188,4.48,,33,,,,181,2429,19,1,1,0,0,1,0,0,0
2014,6,190,Matt Hazel,0,0,0,0,9,0,0,0,0,0,0,1,0,1.85,198,4.5,116,36.5,15,31.375,9.125,183,2553,28,1,0,1,0,0,0,0,1
2014,6,196,Walt Powell,0,14,142,0,15,0,0,0,0,0,0,0,0,1.83,189,4.63,120,31.5,10,,,205,2634,28,0,0,0,0,0,0,0,0
2014,6,209,Quincy Enunwa,0,119,1617,5,41,0,0,0,0,0,0,0,0,1.88,225,4.41,,,19,32.625,9.5,115,1526,15,1,0,0,0,0,0,0,0
2014,7,218,Micahel Campanaro,0,31,310,2,24,0,0,0,0,0,0,0,0,1.8,192,4.46,122,39,20,30,9.75,229,2506,14,1,0,0,0,0,0,0,0
2014,7,236,Jeff Janis,0,17,200,1,51,0,0,0,0,0,0,1,0,1.9,219,4.42,123,37.5,20,32.5,9,246,4305,46,1,0,1,0,0,0,0,0
2014,7,239,James Wright,0,18,197,0,24,0,0,0,0,0,0,0,0,1.93,201,4.43,128,38.5,16,32.375,,25,304,0,1,1,0,0,0,0,0,0
2014,7,240,Tevin Reese,0,0,0,0,0,0,0,0,0,0,0,0,1,1.78,163,4.46,,41,,31.625,8.875,187,3102,24,1,0,0,1,0,0,0,1
2014,7,244,Jeremy Gallon,0,0,0,0,0,0,0,0,0,0,0,1,0,1.73,185,4.49,130,39.5,15,29.5,9.375,173,2704,17,1,1,0,0,0,0,0,0
2013,1,8,Tavon Austin,0,215,2006,15,96,0,1,0,0,0,0,0,0,1.75,174,4.34,120,32,14,30,9.125,288,3413,29,1,0,0,0,0,0,1,0
2013,1,27,Deandre Hopkins,1,632,8602,54,110,0,0,1,0,0,0,0,0,1.85,214,4.57,115,36,15,33.375,10,206,3020,27,0,1,0,0,0,0,1,0
2013,1,29,Cordarrelle Patterson,0,195,1955,10,111,0,1,0,0,0,0,0,0,1.88,216,4.42,128,37,,31.75,9,46,778,5,0,0,0,0,0,0,0,0
2013,2,34,Justin Hunter,0,85,1349,13,60,0,0,1,0,0,0,0,0,1.93,196,4.44,136,39.5,,33.25,9.375,106,1812,18,0,0,0,1,0,0,0,0
2013,2,41,Robert Woods,0,435,5585,25,100,0,0,0,1,0,0,0,0,1.83,201,4.51,117,33.5,14,31,9.25,252,2930,32,0,0,0,0,0,0,1,0
2013,2,59,Aaron Dobson,0,53,698,4,24,0,0,0,0,0,1,0,0,1.91,210,4.37,121,35,16,33,9,165,2398,24,1,0,0,0,0,0,0,0
2013,3,74,Terrance Williams,0,232,3377,20,83,0,0,0,1,0,0,0,0,1.88,208,4.52,119,32.5,11,31.25,8.75,202,3334,27,1,0,0,0,0,0,1,0
2013,3,76,Keenan Allen,1,524,6405,34,86,0,0,0,1,0,0,0,0,1.88,206,4.71,,,,32.75,10,205,2570,17,0,0,0,1,0,0,0,0
2013,3,78,Marquise Goodwin,0,140,2323,13,75,0,0,0,0,0,0,1,0,1.75,183,4.27,132,42,13,31.5,8.625,120,1364,7,1,0,0,0,0,0,0,0
2013,3,79,Markus Wheaton,0,110,1559,8,59,0,0,0,0,1,0,0,0,1.8,189,4.45,120,37,20,32.75,9.125,227,2994,16,1,0,0,0,1,0,0,1
2013,3,92,Stedman Bailey,0,59,843,2,38,0,0,0,1,0,0,0,0,1.78,193,4.52,117,34.5,11,32.75,9.875,210,3218,41,0,0,0,0,0,0,1,0
2013,4,101,Ace Sanders,0,57,539,1,27,0,0,0,0,0,0,0,1,1.7,173,4.58,117,32,7,29.5,8.875,99,1230,13,0,0,0,0,0,0,0,0
2013,4,102,Josh Boyce,0,9,121,0,10,0,0,0,0,0,0,1,0,1.8,198,4.45,129,36,15,32.625,10.5,161,2535,22,0,0,0,0,0,0,0,1
2013,4,123,Chris Harper,0,0,0,0,4,0,0,0,0,0,0,1,0,1.8,229,4.55,116,35.5,20,32.75,9.75,123,1734,12,0,0,0,0,0,0,0,0
2013,4,128,Quinton Patton,0,73,880,1,40,0,0,0,1,0,0,0,0,1.83,204,4.53,118,33,8,32.875,9.375,183,2594,24,0,0,0,0,0,0,0,0
2013,5,144,Kenny Stills,0,299,4699,36,107,0,0,0,0,0,1,0,0,1.83,194,4.38,124,33.5,16,30.5,9,204,2594,24,0,1,0,0,1,0,1,0
2013,5,161,Tavarres King,0,22,303,3,17,0,0,0,0,0,0,1,0,1.83,189,4.47,123,36.5,11,33,9.5,136,2602,21,1,1,0,1,0,0,1,0
2013,6,171,Corey Fuller,0,18,288,1,28,0,0,0,0,0,0,0,1,1.88,204,4.43,120,31.5,12,33.25,9.5,45,834,6,0,0,0,0,0,0,1,0
2013,6,174,Ryan Swope,0,0,0,0,0,0,0,0,0,1,0,0,0,1.83,205,4.34,125,37,16,31.375,8.5,252,3117,24,1,0,0,0,0,0,1,0
2013,6,186,Justin Brown,0,12,94,0,8,0,0,0,0,0,0,0,0,1.91,207,4.6,117,30.5,,32,9.625,146,1926,8,1,1,0,0,0,0,0,0
2013,6,195,Alan Bonner,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,193,4.59,117,33,14,30.25,9.375,114,1986,20,1,0,0,0,0,0,0,0
2013,6,197,Cobi Hamilton,0,18,242,2,14,0,0,0,0,0,1,0,0,1.88,212,4.56,107,29.5,11,32.5,8.75,175,2854,18,1,0,0,0,0,0,0,0
2013,7,209,Brice Butler,0,79,1237,9,69,0,0,0,0,0,0,0,0,1.91,214,4.37,129,39,,34.5,9.375,65,901,7,1,0,0,0,0,0,1,0
2013,7,216,Charles Johnson,0,60,834,2,39,0,0,0,0,0,0,0,0,1.88,215,4.39,133,39.5,14,30.5,9.25,56,1030,15,0,0,0,1,0,0,0,0
2013,7,224,Kevin Dorsey,0,0,0,0,3,0,0,0,0,0,0,0,0,1.85,207,4.47,130,38,,33.75,9.625,81,1088,9,1,0,0,1,0,0,0,0
2013,7,236,Marques Wilson,0,56,777,3,31,0,0,0,0,0,0,1,0,1.91,194,4.51,122,34.5,7,31.125,9.25,189,3207,23,0,0,0,0,1,0,0,0
2013,7,238,Aaron Mellette,0,0,0,0,0,0,0,0,0,0,0,0,1,1.88,217,4.54,123,33.5,9,33.125,9.625,304,4254,44,1,0,1,1,0,0,0,0
2012,1,5,Justin Blackmon,0,93,1280,6,20,1,0,0,0,0,0,0,0,1.85,198,4.45,129,36,15,32.625,10.5,253,3564,40,0,0,0,0,1,0,1,0
2012,1,13,Micahel Floyd,0,266,3959,25,102,0,1,0,0,0,0,0,0,1.91,220,4.47,122,36,16,32.875,9.375,271,3686,37,1,1,0,1,1,0,0,0
2012,1,20,Kendall Wright,0,339,3835,19,82,0,0,1,0,0,0,0,0,1.78,196,4.61,121,38.5,4,30.375,8.625,302,4004,30,1,0,0,0,0,0,1,0
2012,1,30,A.J. Jenkins,0,17,223,0,28,0,0,1,0,0,0,0,0,1.85,190,4.39,124,38,12,32.75,9.5,167,2432,19,1,0,0,0,1,0,0,0
2012,2,33,Brian Quick,0,114,1593,10,84,0,0,0,1,0,0,0,0,1.91,220,4.55,119,34,15,34.25,9.75,179,2922,20,0,0,1,1,0,0,0,0
2012,2,43,Stephen Hill,0,45,594,4,23,0,0,1,0,0,0,0,0,1.96,215,4.34,133,39.5,14,33.375,9.375,49,1248,9,0,0,0,0,0,0,0,0
2012,2,45,Alshon Jeffery,1,469,6671,45,102,0,0,0,1,0,0,0,0,1.91,216,4.48,122,36.5,23,33,10.25,183,3042,23,0,0,0,0,0,0,0,0
2012,2,54,Ryan Broyles,0,32,420,2,21,0,0,0,1,0,0,0,0,1.78,198,4.45,129,36,15,32.625,10.5,349,4586,45,1,1,0,1,0,0,1,0
2012,2,63,Rueben Randle,0,188,2644,20,64,0,0,0,1,0,0,0,0,1.88,210,4.55,121,31,15,33,9.5,97,1634,13,0,1,0,0,0,0,0,0
2012,3,68,Devier Posey,0,22,272,0,26,0,0,0,0,0,1,0,0,1.88,211,4.5,123,36,14,31.625,9.625,136,1955,18,1,1,0,0,1,0,0,0
2012,3,69,T.J. Graham,0,61,794,4,47,0,0,0,0,0,1,0,0,1.8,188,4.41,120,33,8,32.75,9,137,3153,2,1,0,0,0,0,0,1,1
2012,3,83,Mohamed Sanu,0,403,4507,26,118,0,0,0,0,1,0,0,0,1.88,211,4.67,126,36,19,33.5,10.125,210,2263,12,0,0,0,0,0,0,0,0
2012,3,92,T.Y. Hilton,1,552,8595,45,118,0,0,0,0,1,0,0,0,1.78,183,4.34,119,35.5,7,32,8.5,229,3531,24,1,0,1,0,0,0,0,0
2012,4,96,Chris Givens,0,107,1779,5,60,0,0,0,0,1,0,0,0,1.8,198,4.41,118,33,19,31.25,8.25,163,2473,21,0,0,0,0,0,0,0,0
2012,4,100,Travis Benjamin,0,208,3143,19,101,0,0,0,0,0,0,1,0,1.78,172,4.36,123,38,14,31.75,8.75,131,2146,13,1,0,0,0,0,0,0,0
2012,4,104,Joe Adams,0,0,0,0,9,0,0,0,0,1,0,0,0,1.8,179,4.51,,36,,31.875,9.375,164,2410,17,1,0,0,0,0,0,0,0
2012,4,107,Devon Wylie,0,6,53,0,8,0,0,0,0,0,1,0,0,1.75,187,4.39,123,39,17,30.25,9.5,98,1327,8,1,0,0,1,0,0,0,0
2012,4,118,Jarius Wright,0,224,2782,11,111,0,0,0,0,0,0,1,0,1.78,182,4.42,120,38,11,31.5,8.5,168,2934,24,1,0,0,0,0,0,0,0
2012,4,121,Keshawn Martin,0,62,685,5,58,0,0,0,0,0,0,1,0,1.8,188,4.45,122,39,13,31.375,9.25,127,1714,10,1,0,0,0,0,0,1,0
2012,4,122,Nick Toon,0,21,283,1,17,0,0,0,0,0,1,0,0,1.93,215,4.54,132,37,18,32.5,9,171,2447,18,1,0,0,0,0,0,1,1
2012,4,134,Greg Childs,0,0,0,0,0,0,0,0,0,0,0,1,0,1.91,219,4.55,125,36,19,34.125,10.125,133,2066,15,1,0,0,1,0,0,0,0
2012,5,152,Danny Coale,0,0,0,0,0,0,0,0,0,0,0,1,0,1.83,201,4.5,115,35,12,30.625,9.125,165,2658,8,1,0,0,0,0,0,1,0
2012,5,166,Marvin Jones,0,347,5047,42,96,0,0,0,0,1,0,0,0,1.88,199,4.46,112,33,22,33.125,10.25,156,2270,13,1,0,0,0,0,0,0,0
2012,5,168,Juron Criner,0,19,183,1,13,0,0,0,0,0,1,0,0,1.91,224,4.68,117,38,17,32,10.5,209,2859,32,1,0,0,0,0,0,1,0
2012,6,183,B.J. Cunningham,0,0,0,0,2,0,0,0,0,0,0,1,0,1.88,211,4.59,116,31,12,33,8.125,218,3086,25,1,0,0,0,0,0,1,0
2012,6,194,Marivin McNutt,0,0,0,0,5,0,0,0,0,0,0,1,0,1.91,216,4.48,122,37,,32,10,170,2861,28,1,0,0,0,0,0,1,0
2012,6,198,Tommy Streeter,0,0,0,0,2,0,0,0,0,0,0,0,1,1.96,219,4.4,125,33,17,34.75,9.5,52,967,9,0,0,0,1,0,0,0,0
2012,6,206,LaVon Brazill,0,23,347,3,25,0,0,0,0,0,0,0,1,1.8,192,4.48,123,32,11,32,9.75,187,2515,18,1,0,0,0,0,0,0,0
2012,7,227,Rishad Matthews,0,230,3160,21,87,0,0,0,0,0,0,0,0,1.83,217,4.62,123,36,20,32.5,9.125,147,2243,13,0,0,0,0,0,0,0,0
2012,7,231,Toney Clemons,0,3,41,0,4,0,0,0,0,0,0,0,0,1.88,210,4.4,128,36,,,,98,1268,11,1,1,0,0,0,0,0,0
2012,7,235,Jeremy Ebert,0,3,18,0,5,0,0,0,0,0,0,0,0,1.8,200,4.38,112,33,,,,173,2400,21,1,0,0,0,0,0,0,0
2012,7,238,Junior Hemingway,0,25,233,2,31,0,0,0,0,0,0,0,0,1.85,225,4.53,124,35,21,32.5,9.625,88,1638,11,1,1,0,0,1,0,0,0
2012,7,244,Jordan White,0,0,0,0,3,0,0,0,0,0,0,0,0,1.83,208,4.69,119,35,14,31.5,9.25,306,4187,32,1,0,0,0,0,0,0,0
2011,1,4,A.J. Green,1,602,8907,63,111,1,0,0,0,0,0,0,0,1.93,211,4.48,126,34.5,18,34.375,9.25,166,2619,23,0,1,0,0,0,0,0,0
2011,1,6,Julio Jones,1,797,12125,57,126,1,0,0,0,0,0,0,0,1.91,220,4.34,135,38.5,17,33.75,9.75,179,2653,15,0,1,0,0,0,1,1,0
2011,1,26,Jonathan Baldwin,0,44,607,2,33,0,0,1,0,0,0,0,0,1.93,228,4.49,129,42,20,33.625,10.125,128,2337,16,0,0,0,0,0,0,0,0
2011,2,44,Titus Young,0,81,990,10,26,0,0,0,1,0,0,0,0,1.8,174,4.43,123,35,,30.875,9,204,3063,25,1,0,0,0,1,0,0,0
2011,2,58,Torrey Smith,0,319,5141,41,119,0,0,0,1,0,0,0,0,1.83,204,4.41,125,41,19,32.5,8.5,152,2215,19,0,0,0,0,0,0,0,0
2011,2,59,Greg Little,0,161,1890,8,54,0,0,0,1,0,0,0,0,1.96,231,4.51,129,40.5,27,33.25,9.125,86,969,6,0,0,0,0,0,0,1,1
2011,2,64,Randall Cobb,1,525,6352,44,120,0,0,0,1,0,0,0,0,1.78,191,4.46,115,33.5,16,31,9.375,228,1313,22,0,0,0,0,0,0,0,0
2011,3,78,Austin Pettis,0,107,1034,9,51,0,0,0,0,1,0,0,0,1.91,209,4.56,120,33.5,14,31.75,9.75,229,2838,39,1,0,0,0,0,0,0,0
2011,3,79,Leonard Hankerson,0,107,1408,9,41,0,0,0,1,0,0,0,0,1.88,209,4.4,117,36,14,32.25,10.625,134,2160,22,1,0,0,0,0,0,0,1
2011,3,82,Vincent Brown,0,73,941,3,38,0,0,0,0,0,1,0,0,1.8,187,4.68,121,33.5,12,33,10.25,209,3110,23,1,0,0,1,0,0,1,0
2011,3,83,Jerrel Jernigan,0,38,391,2,34,0,0,0,0,1,0,0,0,1.73,185,4.46,117,37.5,11,32,9.25,262,3128,18,1,0,0,0,1,0,1,1
2011,4,107,Kris Durham,0,55,699,3,27,0,0,0,0,0,0,1,0,1.98,216,4.46,121,36,,,,64,1109,4,1,1,0,0,0,0,0,0
2011,4,111,Edmond Gates,0,30,365,0,32,0,0,0,0,0,1,0,0,1.8,192,4.31,131,40,16,30.75,9.375,92,1703,14,0,0,0,0,0,0,0,0
2011,4,112,Greg Salas,0,50,704,1,29,0,0,0,0,0,0,1,0,1.85,210,4.53,121,37,15,32,9.25,285,4345,26,1,0,0,1,0,0,0,1
2011,4,114,Cecil Short,0,229,2979,14,70,0,0,0,0,0,0,1,0,1.83,205,4.5,126,34.5,21,31.625,9.25,259,4705,63,0,0,0,1,0,0,0,0
2011,4,123,Tandon Doss,0,26,428,1,35,0,0,0,0,0,0,0,0,1.87,201,4.56,116,33.5,14,31.25,10.125,154,1854,13,0,0,0,0,0,0,0,0
2011,5,132,Kealoha Pilares,0,0,0,0,20,0,0,0,0,0,0,0,1,1.8,199,4.56,126,40.5,19,30.5,8.75,209,2491,22,1,0,0,0,0,0,0,0
2011,5,148,Denarius Moore,0,142,2169,17,56,0,0,0,0,0,0,0,1,1.83,194,4.43,118,36,13,33,9.5,112,2004,18,1,0,0,0,0,0,1,0
2011,5,153,Jeremy Kerley,0,270,3116,13,99,0,0,0,0,0,0,1,0,1.75,189,4.56,120,34.5,16,30,9,120,1299,12,1,0,0,0,0,0,1,0
2011,5,155,Niles Paul,0,78,954,2,88,0,0,0,0,0,0,0,1,1.85,224,4.45,117,34.5,24,31,8.875,103,1532,5,1,0,0,0,0,0,0,0
2011,6,167,Ryan Whalen,0,11,80,0,17,0,0,0,0,0,0,0,1,1.85,202,4.53,123,38.5,18,30,9,140,1884,7,1,0,0,0,0,0,1,0
2011,6,176,Dwayne Harris,0,77,874,8,106,0,0,0,0,0,0,1,0,1.78,203,4.53,111,34,10,31.125,10.125,286,301,20,1,0,0,0,0,0,0,0
2011,6,178,Aldrick Robinson,0,86,1422,14,84,0,0,0,0,0,0,0,0,1.78,184,4.35,120,40,17,29.5,8.75,181,3314,30,1,0,0,0,0,0,0,0
2011,6,182,Ronald Johnson,0,0,0,0,0,0,0,0,0,0,0,0,1,1.78,199,4.46,124,37.5,16,30.75,9,138,1750,20,1,0,0,1,0,0,0,0
2011,7,227,Scotty McKnight,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,182,4.5,128,34,,,,219,2588,22,1,0,0,0,0,0,0,0
2011,7,236,Stephen Burton,0,15,149,1,19,0,0,0,0,0,0,0,0,1.85,221,4.5,117,34.5,19,32,9.125,70,1021,11,0,0,1,0,0,0,0,0
